start_date,end_date,status,progress,duration_in_seconds,finished,recorded_date,response_id,distribution_channel,user_language,age,gender,education,beliefs_1,beliefs_2,beliefs_3,beliefs_4,beliefs_5,beliefs_6,beliefs_7,beliefs_8,beliefs_9,beliefs_10,beliefs_11,beliefs_12,beliefs_13,beliefs_14,beliefs_15,beliefs_16,beliefs_17,beliefs_18,beliefs_19,beliefs_20,beliefs_21,beliefs_22,beliefs_23,beliefs_24,beliefs_25,beliefs_26,beliefs_27,beliefs_28,beliefs_29,beliefs_30,beliefs_31,beliefs_32,beliefs_33,beliefs_34,beliefs_35,beliefs_36,beliefs_37,beliefs_38,beliefs_39,beliefs_40,q11_1,q11_2,q11_3,q11_4,q11_5,q11_6,q11_7,q11_8,q11_9,q11_10,q11_11,q11_12,q11_13,q11_14,exposure_qual,q127_first_click,q127_last_click,q127_page_submit,q127_click_count,q43_2,q43_3,q43_1,q45_1,q45_4,q45_5,q45_6,q45_7,q46_1,q46_4,q46_5,q46_6,npi_1,npi_2,npi_3,npi_4,npi_5,npi_6,npi_7,npi_8,npi_9,npi_10,npi_11,npi_12,npi_13,npi_14,npi_15,npi_16,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,bdw_1,bdw_2,bdw_3,bdw_4,bdw_5,bdw_6,bdw_7,bdw_8,bdw_9,bdw_10,q89_1,q89_2,q89_3,q89_4,q89_5,q89_6,q27,prolific_pid,study_id,session_id,cam,climate,vax,condition
2021-07-29T03:20:04Z,2021-07-29T03:36:00Z,0,100,955,1,2021-07-29T03:36:00Z,NA,anonymous,EN-GB,23,Female,3,7,5,4,4,6,5,6,6,5,6,5,7,7,6,5,7,4,5,4,3,4,7,7,2,4,3,4,4,5,4,4,3,2,2,2,1,3,2,2,1,2,1,2,3,3,1,3,5,5,5,5,5,4,4,This person is giving no information or evidence of their statement. This seems like someone who has strong opinions and is unwilling to listen to others whether they are right or wrong.,24.816,78.467,79.576,4,61,40,48,49,85,60,48,50,49,49,48,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,5,3,2,2,3,2,3,3,4,5,5,5,4,5,2,4,3,2,3,3,1,4,5,4,4,2,3,4,2,1,4,4,3,4,4,4,3,NA,NA,NA,NA,5,7,4,Vaccinations
2021-07-29T03:13:29Z,2021-07-29T03:37:32Z,0,100,1442,1,2021-07-29T03:37:32Z,NA,anonymous,EN-GB,18,Female,3,7,7,7,5,7,4,7,7,7,7,5,7,1,7,7,7,5,4,4,7,7,7,7,5,6,2,6,4,7,2,5,3,4,2,1,1,2,2,5,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,"I think this person has never had a proper experience with a professional and fully trained alternative medicine practitioner. alternative medicines aren't meant to replace allopathic medicine, they are meant to complement each other. People like this who think it is one or the other are simply showing their lack of education. Opinion like this are perpetuated by the lack of regulation with in the alternative health community allowing phonies and people with out training to practice in ineffective ways. I think that these people are the reason that many think that natural medicine advocates and practitioners reject science.",12.634,618.836,632.526,88,100,100,100,49,39,24,6,0,50,50,46,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,1,1,1,1,5,1,2,2,6,4,4,4,4,4,1,1,1,2,2,2,1,2,3,4,3,2,2,2,2,3,4,6,6,3,1,5,2,NA,NA,NA,NA,7,7,4,Alternative Medicines (e.g. Herbal Remedies)
2021-07-29T03:16:33Z,2021-07-29T03:37:51Z,0,100,1278,1,2021-07-29T03:37:51Z,NA,anonymous,EN-GB,18,Female,2,7,5,4,4,4,4,1,6,5,5,4,5,1,6,6,5,4,4,7,7,7,6,7,1,3,3,4,4,4,4,4,1,5,1,1,1,4,1,1,3,1,1,1,1,1,1,2,2,3,3,3,3,2,2,this person probably doesn't have much information about this and probably could not prove this to be true,6.681,80.476,81.1,7,60,75,50,24,6,51,34,1,45,45,40,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,2,1,1,1,3,2,2,2,2,3,2,2,1,3,3,2,2,2,4,4,1,3,2,2,3,3,2,3,1,2,1,3,1,4,1,3,2,NA,NA,NA,NA,5,7,7,Alternative Medicines (e.g. Herbal Remedies)
2021-07-29T03:18:44Z,2021-07-29T03:38:09Z,0,100,1165,1,2021-07-29T03:38:10Z,NA,anonymous,EN-GB,20,female,5,6,5,4,5,4,4,4,5,4,5,4,5,3,6,5,5,4,5,6,6,6,4,7,2,3,4,4,5,5,4,5,3,5,1,2,4,5,5,4,3,1,1,1,2,2,1,2,2,2,2,3,3,2,3,"I think this tweet is unsafe as it could perpetuate this mindset in people with young children. This tweet could potentially endanger the lives of many young children if the author is well known and easily believed. I would assume that the person who wrote this tweet would be someone with a limited scientific background, as there is no evidence provided to support this claim. This claim is unfounded.",5.492,186.69,193.241,12,100,90,60,100,80,90,90,40,30,20,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,4,4,4,3,3,3,2,2,2,1,4,4,3,4,3,4,3,3,2,2,2,3,1,4,3,4,3,2,2,2,2,4,3,5,4,5,3,3,6,NA,NA,NA,NA,5,7,6,Vaccinations
2021-07-29T03:26:23Z,2021-07-29T03:38:16Z,0,100,713,1,2021-07-29T03:38:17Z,NA,anonymous,EN-GB,21,Male,2,6,6,4,5,6,5,1,6,6,6,2,7,6,7,4,4,4,3,6,6,6,4,7,1,1,1,2,6,6,4,5,1,2,1,1,1,6,2,2,1,1,1,1,1,1,1,2,2,2,2,3,3,2,4,There is plenty of science that indicates otherwise. A large majority of scientists are all in consensus that climate change is a man-made phenomenon.,4.562,64.888,91.123,3,100,100,93,100,66,77,100,34,51,51,51,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,2,3,4,4,2,2,1,1,1,1,1,5,5,5,4,2,4,2,2,3,3,3,5,1,2,2,3,4,5,2,5,1,4,1,1,1,1,1,1,1,NA,NA,NA,NA,6,7,6,Anthropogenic (Human Caused) Climate Change
2021-07-29T03:26:50Z,2021-07-29T03:38:51Z,0,100,720,1,2021-07-29T03:38:51Z,NA,anonymous,EN-GB,24,Female,6,5,6,5,7,1,1,1,4,6,5,4,6,5,6,5,5,1,1,7,7,7,4,7,1,2,4,1,5,1,6,7,4,2,5,1,1,5,2,5,1,2,2,3,3,4,2,4,5,3,4,4,3,2,4,"I think this tweet is opinion based and lacks education in science, likely written by an anti vaxer",3.54,45.168,107.033,6,81,80,83,100,57,60,100,84,49,38,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,3,5,5,4,4,2,2,3,5,1,1,6,5,5,5,4,5,3,4,4,3,3,4,1,4,2,3,5,2,4,3,3,2,2,5,3,4,3,2,2,NA,NA,NA,NA,6,7,7,Vaccinations
2021-07-29T03:20:00Z,2021-07-29T03:39:07Z,0,100,1146,1,2021-07-29T03:39:07Z,NA,anonymous,EN-GB,30,Female,5,7,5,4,6,4,5,5,6,6,5,5,5,5,7,5,5,5,5,6,3,6,6,6,4,5,4,5,5,7,5,4,5,7,1,5,5,6,7,7,1,2,1,1,1,3,2,4,4,4,4,4,4,3,4,"I think the person is making an uneducated, rash, and blanketed statement without providing much evidence which can have negative social effects on the use and view of vaccinations as a whole on children. Given the lack of solid evidence to support such a statement, this person is acting like a 'keyboard warrior' who isn't considering the consequences for their actions 

",6.249,152.714,155.291,16,87,88,87,51,61,84,85,54,36,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4,4,3,5,4,3,4,4,4,5,3,4,5,4,5,5,4,5,4,2,2,1,1,3,1,4,4,5,4,1,5,1,3,2,5,5,2,6,3,2,3,NA,NA,NA,NA,5,6,6,Vaccinations
2021-07-29T03:10:05Z,2021-07-29T03:39:38Z,0,100,1773,1,2021-07-29T03:39:39Z,NA,anonymous,EN-GB,29,Female,6,4,6,5,7,6,5,6,4,5,7,2,6,5,7,4,5,6,6,7,6,4,7,7,4,5,4,5,5,1,3,5,6,2,6,7,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,I think humans behaviour contribute to some percent of global warming due to air pollution ..It might be authored by climate scientist,23.136,334.691,335.97,17,94,43,94,53,54,54,48,31,51,50,51,50,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,4,4,5,6,4,5,6,5,4,4,5,5,5,4,5,5,5,5,4,4,5,3,4,4,1,4,4,3,3,5,4,4,3,3,4,5,5,5,5,2,3,NA,NA,NA,NA,6,7,7,Anthropogenic (Human Caused) Climate Change
2021-07-29T03:25:03Z,2021-07-29T03:39:45Z,0,100,882,1,2021-07-29T03:39:45Z,NA,anonymous,EN-GB,20,Female,2,7,7,5,6,4,4,2,7,7,6,5,7,3,7,7,6,4,5,7,7,7,5,7,1,3,1,2,6,4,4,7,1,3,1,1,1,6,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,I’m not entirely sure what is meant by “alternative medicines” being dangerous. I am honestly unsure if this is sarcastic or not. It may have been written by someone who has written themselves a false narrative that the government is controlling alternative medicines so that the healthcare industry can benefit?,36.077,150.266,150.973,4,36,58,51,72,92,100,79,13,50,50,80,100,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,1,2,4,5,1,1,5,5,3,1,1,6,5,4,5,3,2,2,1,1,1,1,3,1,3,5,5,2,2,3,4,1,2,2,5,4,6,2,2,6,NA,NA,NA,NA,7,7,7,Alternative Medicines (e.g. Herbal Remedies)
2021-07-29T03:23:14Z,2021-07-29T03:41:05Z,0,100,1070,1,2021-07-29T03:41:05Z,NA,anonymous,EN-GB,22,female,5,5,5,5,5,2,5,4,5,5,5,4,7,2,7,4,7,3,4,7,7,7,5,7,1,3,1,2,7,4,2,3,3,4,1,2,1,2,4,5,2,1,1,1,1,1,1,2,2,2,2,3,2,3,3,"I believe this is an ignorant view to have about vaccines when science and history has heavily proven the opposite. Without vaccines, we would still have diseases highly more prevalent in society than we do now, which protects everyone, including children.",6.953,8.035,67.876,3,100,98,94,98,85,90,77,65,28,14,10,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,3,3,3,4,3,2,2,3,2,2,2,4,4,4,4,2,3,3,3,2,3,3,3,1,2,3,2,2,2,4,1,3,4,2,5,1,6,4,5,3,NA,NA,NA,NA,5,7,7,Vaccinations
2021-07-29T03:28:15Z,2021-07-29T03:42:56Z,0,100,881,1,2021-07-29T03:42:57Z,NA,anonymous,EN-GB,27,female,6,5,3,4,2,2,3,1,3,4,3,3,5,5,4,3,4,1,4,6,7,5,2,7,2,5,2,5,1,3,4,2,1,2,2,3,1,2,5,1,1,1,2,1,3,1,1,4,5,4,4,2,2,2,4,this is could be true due to the fact that big pharmaceutical companies could lose money if people switched to alternative medicine,18.408,119.826,121.052,18,66,26,77,2,1,2,1,1,70,85,74,74,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,2,3,1,2,2,2,1,1,1,1,5,4,4,6,3,4,3,4,3,3,2,3,1,5,2,4,3,4,2,4,3,2,4,3,2,2,2,5,4,NA,NA,NA,NA,3,7,6,Alternative Medicines (e.g. Herbal Remedies)
2021-07-29T03:32:12Z,2021-07-29T03:43:22Z,0,100,670,1,2021-07-29T03:43:23Z,NA,anonymous,EN-GB,18,Female,2,6,6,6,6,6,6,2,6,5,5,4,7,7,7,5,7,4,6,6,6,6,5,7,3,5,4,4,3,5,4,5,5,6,3,4,4,6,6,4,5,2,2,2,2,3,2,3,3,3,3,3,3,2,2,The human footprint left on this earth is insane and there is absolutely evidence over time that the results of human actions has an impact on the planet and thus effects climate change. It may not be the sole cause. This person needs to be more open to more research.,4.504,4.504,112.486,1,19,86,61,49,68,93,97,9,18,18,77,82,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,3,3,4,4,5,4,2,2,3,2,3,2,4,4,4,4,3,4,3,2,2,4,2,5,1,4,4,3,3,2,4,3,2,2,4,6,3,6,5,4,5,NA,NA,NA,NA,6,7,6,Anthropogenic (Human Caused) Climate Change
2021-07-29T03:35:50Z,2021-07-29T03:44:03Z,0,100,493,1,2021-07-29T03:44:04Z,NA,anonymous,EN-GB,45,Female,6,3,3,2,2,2,2,2,6,7,6,5,7,6,7,7,5,2,5,7,4,6,3,7,1,1,1,6,2,2,5,3,1,3,1,1,1,2,1,2,1,1,1,1,1,3,1,3,3,2,2,4,3,2,3,"I think an anti-vax crusader wrote this without any scientific evidence to back it up, and without acknowledging the huge benefits of vaccines already in circulation.",6.959,31.737,62.237,3,100,1,95,95,70,32,1,20,50,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,2,1,1,2,1,3,1,1,4,2,NA,2,4,4,2,2,4,2,1,2,2,2,2,1,5,4,3,4,2,3,2,2,4,4,5,3,3,2,4,2,NA,NA,NA,NA,3,7,7,Vaccinations
2021-07-29T03:07:12Z,2021-07-29T03:44:17Z,0,100,2225,1,2021-07-29T03:44:17Z,NA,anonymous,EN-GB,18,Female,1,6,6,4,5,4,3,6,6,6,5,4,7,1,7,5,6,4,5,6,5,6,4,7,2,5,1,3,2,5,5,5,2,2,1,4,2,5,2,5,2,2,1,1,2,3,3,4,5,3,3,5,5,2,3,The person that wrote that tweet is probably the type of person who doesn't care to eductae themselves past what they see on your everyday morning news. It is a very uneducated claim to say that there is absolutely 0 evidence when you haven't even tried to look for evidence past Fox news.,4.958,4.958,90.658,1,100,95,90,100,62,100,100,100,50,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2,4,3,2,2,2,3,3,5,5,4,4,4,4,2,3,2,1,3,2,2,2,1,4,3,4,4,1,2,2,4,3,4,5,3,6,2,4,1,NA,NA,NA,NA,6,7,6,Anthropogenic (Human Caused) Climate Change
2021-07-29T03:01:58Z,2021-07-29T03:45:18Z,0,100,2599,1,2021-07-29T03:45:18Z,NA,anonymous,EN-GB,21,she/her,3,7,7,7,7,5,5,3,5,5,7,3,7,3,7,7,7,5,6,7,7,7,6,7,1,1,2,3,2,5,5,6,3,2,1,4,2,6,7,7,1,1,3,2,1,2,1,1,3,4,1,3,4,1,1,"The more I look at this tweet, the more it feels like a debate opener or an essay topic. The author is probably looking for multiple responses... Since twitter limits characters, it's a place where meaningful discussions are rather scarce. Them tweeting it from the TweetDeck which was designed for users to view multiple feeds at once",9.948,1176.417,1193.915,26,44,47,40,39,22,25,17,7,28,16,5,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,4,5,2,4,1,2,5,4,3,2,4,4,6,4,4,4,4,3,1,2,4,3,3,1,4,4,5,5,2,5,4,5,5,5,3,2,2,2,3,1,NA,NA,NA,NA,7,7,7,Alternative Medicines (e.g. Herbal Remedies)
2021-07-29T03:37:40Z,2021-07-29T03:46:04Z,0,100,503,1,2021-07-29T03:46:04Z,NA,anonymous,EN-GB,26,Female,5,4,7,4,6,4,3,1,6,7,5,4,7,6,5,6,6,2,5,4,5,4,5,4,4,7,4,4,4,6,4,4,4,4,6,5,4,6,5,4,5,3,2,4,3,3,3,5,7,5,5,6,6,4,5,"I would say the tweet is too simplistic, and the person writing it should support it by pointing out particular evidence which is not convincing. I can't comment on the type of person who authored it because I think people from all backgrounds can have this opinion.",6.918,6.918,76.77,1,60,60,50,25,10,10,15,0,50,60,70,40,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4,4,4,3,4,3,3,3,4,5,2,3,3,4,4,4,4,4,1,1,1,2,2,2,1,4,2,3,3,2,3,1,3,3,4,2,1,3,1,6,1,NA,NA,NA,NA,7,4,4,Anthropogenic (Human Caused) Climate Change
2021-07-29T03:34:18Z,2021-07-29T03:47:42Z,0,100,803,1,2021-07-29T03:47:42Z,NA,anonymous,EN-GB,20,female,2,4,3,3,5,2,1,1,3,4,3,5,5,2,6,4,2,1,5,7,7,7,2,7,1,1,1,1,5,5,2,2,1,4,1,1,1,1,4,4,2,2,1,1,1,1,1,2,2,2,3,2,1,2,2,"i think that this tweet is incorrect, there is plenty of high quality published evidence that illustrates humans are causing, and at the very least majorly contributing to climate change. i think the person who authored this tweet is uneducated and has little-no respect for the natural sciences",8.165,8.165,91.052,1,100,100,100,100,70,74,100,12,2,1,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,2,3,1,2,5,3,3,5,3,4,4,2,4,2,1,2,4,2,3,1,2,2,1,2,2,4,3,1,3,4,2,5,2,5,2,7,2,1,2,NA,NA,NA,NA,3,7,7,Anthropogenic (Human Caused) Climate Change
2021-07-29T03:27:14Z,2021-07-29T03:47:44Z,0,100,1229,1,2021-07-29T03:47:44Z,NA,anonymous,EN-GB,30,Male,6,2,3,4,4,1,1,1,1,4,4,4,6,1,7,4,5,1,3,7,7,7,1,7,1,1,1,1,7,3,3,6,2,2,1,1,1,5,1,1,1,2,2,1,2,2,2,3,1,2,1,3,2,2,2,"I think it is a stupid tweet, it provides no explanation or reference for what these alternative medicines are, what supposed evidence there is, and what action is being taken to suppress them. As the tweet is making a bold claim without providing any evidence to support it, I would most likely completely ignore it. I think it was most likely authored by a political commentator or someone similar, seeking to reduce trust in the medical establishment and conventional medicine.",56.52,362.204,366.368,2,72,53,70,86,44,68,89,46,50,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,2,3,3,5,5,5,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,1,5,3,1,4,1,5,4,5,3,3,2,2,5,NA,NA,NA,NA,3,7,7,Alternative Medicines (e.g. Herbal Remedies)
2021-07-29T03:30:14Z,2021-07-29T03:47:56Z,0,100,1061,1,2021-07-29T03:47:57Z,NA,anonymous,EN-GB,20,male,2,5,5,4,6,5,4,1,7,5,4,3,7,1,6,5,5,6,6,7,7,5,2,7,1,4,3,4,4,4,2,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,it is proven that children who are unvaccinated are more likely to contract illness than those who are vaccinated,86.915,125.669,146.407,4,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,4,5,4,5,3,3,4,3,4,3,4,3,4,5,5,6,5,6,3,4,3,2,4,3,1,4,4,2,4,4,4,3,4,3,3,3,2,2,1,2,2,NA,NA,NA,NA,5,7,7,Vaccinations
2021-07-29T03:33:11Z,2021-07-29T03:48:16Z,0,100,904,1,2021-07-29T03:48:16Z,NA,anonymous,EN-GB,23,Female,5,5,5,5,7,3,4,1,7,7,5,3,6,3,7,5,5,1,6,7,7,7,4,7,1,4,1,2,4,6,4,7,1,4,1,2,1,7,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"I completely disagree with this tweet. Vaccines are so helpful and beneficial to not only individuals but society as a whole. In countries like Australia certain diseases have been able to be eliminated because of vaccines, and the narrative that they are dangerous to children is in itself dangerous and untrue. The person who wrote this probably uses facebook and youtube as their main source of information and facts and probably doesn't believe in science and medicine.",5.902,127.728,133.906,6,100,100,100,60,60,60,87,100,50,30,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,4,2,4,1,1,1,1,1,1,1,4,5,4,4,4,5,1,1,1,1,2,1,1,3,2,4,3,1,3,1,1,3,5,1,1,1,1,7,1,NA,NA,NA,NA,5,7,7,Vaccinations
2021-07-29T03:19:40Z,2021-07-29T03:48:30Z,0,100,1729,1,2021-07-29T03:48:30Z,NA,anonymous,EN-GB,19,female,2,7,7,5,5,4,5,7,5,3,7,6,5,4,6,7,4,2,5,7,6,7,3,7,2,1,3,1,6,2,5,6,1,5,1,1,5,4,3,4,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,I think these types of people are wilfully ignorant. the information is there and indisputable that climate change is human-caused. they generally cling to the argument the climate naturally changes which is true to some degree but not at the rapid pace we have seen now. these people are generally very far right and end up in far-right conspiracy pipelines that foster dangerous rhetorics about anti-vax and covid conspiracies and a general distrust of the government. in saying that I'm not saying to not be skeptical and critical of the government at times but they usually make ridiculous claims with nothing behind them.,9.013,253.079,258.322,17,100,100,100,100,100,100,100,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,1,1,2,2,3,1,4,3,4,4,5,4,4,5,2,1,1,1,2,3,1,1,2,4,2,2,1,4,5,1,4,6,7,6,7,2,7,NA,NA,NA,NA,7,7,7,Anthropogenic (Human Caused) Climate Change
2021-07-29T03:34:52Z,2021-07-29T03:48:31Z,0,100,818,1,2021-07-29T03:48:31Z,NA,anonymous,EN-GB,36,Male,2,4,4,5,4,4,4,5,4,4,4,3,6,4,5,5,5,3,5,4,4,2,5,4,4,5,3,5,3,5,5,6,5,5,5,4,3,5,4,5,5,4,3,3,3,5,4,5,3,4,2,2,4,5,3,I think there's weight to this because when there's profit involved an organisation will do their best to down play other alternative possibilities as it would affect sales and even their credibility. This person could be someone who advocates alternative medicines etc,14.531,14.531,87.301,1,67,24,58,21,9,12,15,9,77,81,84,76,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,4,3,3,5,3,2,4,5,5,3,2,5,5,5,4,5,5,2,2,2,2,2,2,2,4,3,2,4,4,3,4,4,4,2,3,2,2,2,5,3,NA,NA,NA,NA,4,4,4,Alternative Medicines (e.g. Herbal Remedies)
2021-07-29T03:18:29Z,2021-07-29T03:49:01Z,0,100,1831,1,2021-07-29T03:49:01Z,NA,anonymous,EN-GB,19,Female,2,4,4,1,7,4,3,1,4,5,1,1,6,4,6,4,1,1,2,7,3,4,4,7,4,3,2,4,4,1,4,5,3,1,2,4,1,4,1,5,4,1,1,1,1,1,1,4,2,4,3,3,4,2,3,"Personally I believe that this is false. For instance carbon emissions have been proven to have an effect on climate change and the warming of the earth as it traps heat within the atmosphere. Factories are man made and have a very large impact on the warming of the earth, also due to their carbon emissions. I believe that the person who wrote this tweet is most likely very uneducated on the topic or just does not believe that climate change is real.",20.205,20.205,326.6,1,100,85,85,100,20,60,80,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,4,5,5,2,1,3,2,1,2,2,4,3,3,4,3,3,3,3,3,4,3,4,1,4,2,4,2,3,2,1,2,3,4,5,2,4,1,1,3,NA,NA,NA,NA,4,7,7,Anthropogenic (Human Caused) Climate Change
2021-07-29T03:34:59Z,2021-07-29T03:49:33Z,0,100,873,1,2021-07-29T03:49:33Z,NA,anonymous,EN-GB,25,Female,5,5,7,5,7,6,5,2,6,6,6,6,7,4,7,6,6,2,4,7,7,7,6,7,1,3,1,4,5,5,4,7,2,1,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,"This sounds like someone conservative wrote it, someone who beleives in the Western way of living, and doesnt agree with alternative, perhaps non-western ways of healing people. I dont' agree with this statement as it sounds too conspiratorial.",6.701,132.62,141.383,4,50,100,51,100,100,100,100,75,89,91,100,100,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2,2,1,2,2,2,2,5,2,1,3,4,4,4,4,4,1,1,1,1,1,6,1,5,2,3,4,3,1,3,1,5,3,4,5,4,2,2,2,NA,NA,NA,NA,7,7,7,Alternative Medicines (e.g. Herbal Remedies)
2021-07-29T03:05:42Z,2021-07-29T03:49:36Z,0,100,2634,1,2021-07-29T03:49:37Z,NA,anonymous,EN-GB,18,female,1,4,3,4,7,3,3,2,3,3,3,3,5,3,4,4,4,3,6,7,6,6,3,7,1,3,1,3,3,5,4,6,2,4,1,2,1,3,3,6,2,3,2,2,2,2,2,3,4,3,4,5,5,5,4,"I think somebody who doesn't trust the government wrote this, specifically one of those people who just likes to go against the grain. I don't agree with what this person is saying and don't believe that this person has proper arguments to back up this statement other than the usual 'it gives children autism' etc.",5.543,103.431,122.2,2,30,78,79,92,37,67,85,18,31,11,29,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,3,4,4,3,2,2,4,5,1,2,2,3,4,5,3,3,4,3,4,3,4,2,2,1,4,2,5,3,2,3,3,4,4,4,6,5,6,5,2,4,NA,NA,NA,NA,3,7,7,Vaccinations
2021-07-29T03:37:46Z,2021-07-29T03:49:55Z,0,100,729,1,2021-07-29T03:49:55Z,NA,anonymous,EN-GB,21,Female,5,1,7,2,3,4,2,1,4,5,3,1,4,3,6,5,6,1,7,7,5,7,5,6,1,1,1,1,4,6,1,3,2,1,1,1,7,7,3,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,2,"Many ""alternative medicines"" can be beneficial but only when used correctly and when research is done correctly. I do believe some doctors will disregard alternative medicines, but due to a lack of research",4.209,47.741,82.097,3,50,50,86,10,10,10,10,10,50,60,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,2,3,1,3,1,3,3,1,1,4,4,4,4,4,4,2,1,2,2,2,3,1,5,1,3,5,2,1,4,5,5,2,5,1,7,1,1,1,NA,NA,NA,NA,7,6,7,Alternative Medicines (e.g. Herbal Remedies)
2021-07-29T03:35:51Z,2021-07-29T03:50:08Z,0,100,856,1,2021-07-29T03:50:08Z,NA,anonymous,EN-GB,22,Female,5,4,3,1,5,2,2,1,5,5,5,1,5,2,5,5,2,4,5,7,7,6,2,7,1,1,1,1,5,4,6,4,2,4,1,1,6,4,1,3,1,1,1,1,2,2,2,1,1,1,1,2,2,1,3,"Vaccines are proven to be effective, there are endless examples out there ie. smallpox, which prove this. Getting vaccinated when young will not only protect yourself, your kids, but also the community. You have to be painfully ignorant, close minded and privileged to genuinely believe thay vaccines are ineffective or too risky.",5.446,166.58,166.92,22,100,100,100,100,100,100,100,74,26,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,2,2,3,3,4,4,3,3,2,2,2,2,2,2,2,4,2,1,2,3,1,2,5,4,2,1,4,2,2,3,4,2,2,3,5,2,1,NA,NA,NA,NA,3,7,7,Vaccinations
2021-07-29T03:30:55Z,2021-07-29T03:50:47Z,0,100,1191,1,2021-07-29T03:50:47Z,NA,anonymous,EN-GB,18,Female,2,7,3,3,5,4,4,2,3,5,5,5,3,3,5,5,2,3,4,6,6,7,4,7,2,2,1,3,6,6,4,2,2,2,1,2,4,4,2,3,2,3,2,1,2,3,2,4,2,5,3,4,4,3,4,This tweet is somewhat false as although humans aren't the cause of climate change we are enhancing the effects and throwing things out of balance which has a drastic effect on the environment (there is plenty of evidence for this). This tweet causes people to believe that climate change altogether doesnt exist and it is not humans fault for the rapidly changing environment which is false and makes the tweet misleading even if it wasn't the intention. The type of person that authored it was most likely a conspiracy theorist who thinks that the world is out to get them.,11.135,341.611,356.197,12,95,30,92,93,73,75,92,36,37,18,41,50,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,4,3,2,1,3,2,3,1,3,3,4,4,4,4,4,4,3,3,3,3,3,5,1,5,5,3,4,4,2,3,2,4,2,4,3,5,7,4,3,NA,NA,NA,NA,3,7,6,Anthropogenic (Human Caused) Climate Change
2021-07-29T03:39:19Z,2021-07-29T03:51:15Z,0,100,715,1,2021-07-29T03:51:15Z,NA,anonymous,EN-GB,22,male,5,3,3,4,7,4,2,2,3,4,4,1,5,1,6,3,5,4,2,7,4,7,4,7,1,1,1,1,7,5,1,3,1,5,1,1,4,2,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"While I think this is true regarding some vaccines, I think this too much of a sweeping statement to be taken at face value. The type of person I think authored this is likely an anti-vaccer or conspiracy theorist.",8.724,56.99,57.564,4,100,100,100,100,100,100,100,85,15,15,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,3,3,4,4,4,4,2,1,2,3,2,1,4,4,4,4,3,3,4,5,2,2,2,4,1,5,1,4,5,5,1,5,2,5,1,2,1,5,1,1,1,NA,NA,NA,NA,3,7,7,Vaccinations
